id_movimiento,id_miembro,fecha,minuto,hora,importe,comercio,actividad_completa,actividad
61690,28,2007-05-01,58,19,59,61,0143-CONSUM VERGEL,CONSUM,SUPERMERCADO
72797,72,2006-09-13,54,11,43,56,E.S.EL PRADO DEL BIERZO-T,GASOLINERAS,COCHE
67473,55,2009-04-02,48,16,323,22,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
64307,61,2007-04-16,48,16,189,5,RTE. GOIZEKO WELLINGTON,RESTAURANTES RESTO,RESTAURANTE
4539,4,2008-04-04,49,13,15,94,GPV ALFONSO XIII,C.A.M.P.S.A.,COCHE
70837,9,2007-04-18,56,15,56,7,RESTAURANTE LA QUINTANA,RESTAURANTES RESTO,RESTAURANTE
965,1,2008-10-18,34,8,28,6,NH LA RESERVA,NH HOTELES,HOTEL
74176,52,2005-12-19,19,17,128,DIAN SUOMI SA,CONFECCION TEXTIL EN GENERAL,ROPA
6119,4,2011-08-11,22,17,120,SOL DE MAR,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
61840,28,2007-11-01,23,22,3882,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
21914,26,2011-11-08,42,15,69,01,IBERIA,IBERIA,AVION
37824,56,2008-02-08,38,12,146,COTE SOLEIL,DECORACION Y ARQUITECTURA,COMPRA BIENES
442,1,2006-06-27,22,16,55,HOTEL CASERON DE LA FUENTE,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
70233,11,2010-09-04,4,14,426,22,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
25138,30,2010-06-13,48,15,175,58,RESTAURANTE CLUB 31,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
56187,80,2008-02-20,24,15,29,95,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
30334,40,2006-02-27,26,21,62,VINOS FINOS Y TAPAS FINAS,RESTAURANTES RESTO,RESTAURANTE
45262,66,2008-09-25,52,15,126,BARBOUR,CONFECCION TEXTIL EN GENERAL,ROPA
70485,9,2004-11-12,12,18,1000,BAZAR MATEY,JUGUETES, ARTICULOS DEPORTIVOS,COMPRA BIENES
66077,59,2006-10-15,34,15,89,,CONFECCION TEXTIL EN GENERAL,ROPA
12146,70,2004-03-31,31,16,46,2,EL PARADOR DE HORTALEZA,RESTAURANTES RESTO,RESTAURANTE
57619,80,2011-09-12,6,23,31,04,BAR RESTAURANTE IGU#A,RESTAURANTES RESTO,RESTAURANTE
41164,64,2011-02-28,39,16,111,69,RESTAUR CHIQUITO RIZ,RESTAURANTES RESTO,RESTAURANTE
29325,39,2010-05-16,29,16,260,PORCHE VELAZQUEZ S L,RESTAURANTES RESTO,RESTAURANTE
65245,74,2006-08-09,47,13,73,05,E.S. ARROYO DE LA MIEL,C.A.M.P.S.A.,COCHE
36573,48,2009-04-27,10,1,114,ASADOR EL MOLINERO,RESTAURANTES RESTO,RESTAURANTE
40314,64,2003-12-01,17,16,126,45,LA MISION DE SANTA FE SL,RESTAURANTES RESTO,RESTAURANTE
15555,17,2011-10-22,38,11,65,36,AREA DE SERVICIO BRUÈOL S,GASOLINERAS,COCHE
26833,32,2011-09-14,1,23,74,48,GPV ALFONSO XIII,C.A.M.P.S.A.,COCHE
75397,79,2010-02-12,46,13,113,59,KA INTERNACIONAL-MADRID,TAPICERIAS,ALFOMBRAS,HOGAR
46248,66,2011-08-14,3,20,36,BALNEARIO SOLARES,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
825,1,2008-04-04,6,16,50,RESTAURANTE EL TRASMALLO,RESTAURANTES RESTO,RESTAURANTE
24453,30,2007-03-30,3,16,26,5,TABERNA ANDALUZA DON PEPE,RESTAURANTES RESTO,RESTAURANTE
48515,73,2003-11-03,6,16,52,5,LA VACA VERONICA,RESTAURANTES RESTO,RESTAURANTE
45649,66,2010-01-01,28,21,53,E.S. JACINTO,C.A.M.P.S.A.,COCHE
40407,64,2005-05-22,45,17,136,61,RESTAURANTE CASA JORGE,RESTAURANTES RESTO,RESTAURANTE
3402,4,2005-07-18,13,16,72,GESA S.L.,GASOLINERAS,COCHE
27267,34,2010-06-22,41,16,313,51,ERROTAZAR,RESTAURANTES RESTO,RESTAURANTE
22219,25,2006-01-30,30,16,159,3,LA CARTA DEL RAST,RESTAURANTES RESTO,RESTAURANTE
40296,64,2003-10-02,24,9,100,,CAJEROS AUTOMATICOS,CA$H
1917,83,2004-02-27,31,15,132,75,ASADOR LA FUENTE,RESTAURANTES RESTO,RESTAURANTE
3746,4,2006-07-12,23,13,9,1,LA COCINA DE SAN ROMAN,CAFETERIAS,SNACKS,RESTAURANTE
49211,73,2006-01-30,42,14,14,8,SUITE RESTAURANTE,RESTAURANTES RESTO,RESTAURANTE
57620,80,2011-09-13,24,16,67,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
73557,72,2011-03-12,4,14,6,19,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
28031,35,2006-12-18,2,18,365,94,HOTEL HESPERIA MADRID,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
58500,82,2010-11-17,12,13,413,79,LIBRERIA-GALERIA A.MACHAD,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
66589,59,2011-01-21,58,19,60,GOLF'US SPAIN,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
16441,19,2006-05-01,15,21,49,56,E.S. GUIROPA S.A.,GASOLINERAS,COCHE
72998,72,2008-03-23,48,15,342,39,,HOME SUPPLY WAREHOUSE STORES,HOGAR
13389,15,2009-07-22,16,12,189,08,SIMPSON VOLVO,AUTOM.Y MOTOCICLETAS ( VENTAS Y REPARAC),COCHE
15535,17,2011-09-26,1,16,63,9,CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
72815,72,2006-11-05,59,14,230,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
37300,53,2011-02-04,27,16,105,RESTAURANTE IFEMA,RESTAURANTES RESTO,RESTAURANTE
45305,66,2008-10-29,53,16,222,33,AUTODISCO S.A.,AUTOM.Y MOTOCICLETAS ( VENTAS Y REPARAC),COCHE
37471,53,2011-07-04,55,12,390,CARMINA ALBALADEJO,ZAPATERIAS,ROPA
30978,40,2008-04-04,56,23,54,09,RESTAURANTE LA GIRALDA II,RESTAURANTES RESTO,RESTAURANTE
17388,20,2007-10-04,45,16,43,81,REST. VIPS TUCUMAN,VIPS,MISC
1593,2,2004-09-29,5,19,125,19,COMERCIAL GOYA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
14527,17,2006-09-17,9,16,2,65,AUTOPISTA MADRID SUR R4,AUTOPISTAS (TERMINALES),COCHE
10638,8,2011-06-23,5,14,234,SERRANO,CONFECCION TEXTIL EN GENERAL,ROPA
55747,80,2006-12-26,59,15,25,46,RESTAURANTE LA MATITA,RESTAURANTES RESTO,RESTAURANTE
27880,35,2005-11-20,28,15,25,72,,SUSCRIPCIONES A PUBLICACIONES PERIODICAS,LIBRERIA
24802,30,2008-05-30,18,8,34,83,ITV TRES CANTOS,I.T.V.(INSPECCI¢N T‚CNICA DE VEH¡CULOS),COCHE
47981,68,2006-05-31,19,8,4,05,VINCI PARK - M.MOLINA,GARAJES Y APARCAMIENTOS,COCHE
5912,4,2011-01-26,23,15,310,ROYAL MEDICAL ESTETICA,HOSPITALES,SANATORIOS Y CONSULTAS MEDIC,SALUD
59293,54,2006-08-27,38,16,-17,05,,HOLIDAY INN EXPRESS,HOTEL
9943,6,2009-06-03,52,16,95,3,TABERNA REAL,RESTAURANTES RESTO,RESTAURANTE
69349,11,2003-05-19,19,16,207,36,MISTER TAYLOR,ZAPATERIAS,ROPA
41389,65,2003-04-03,15,15,32,2,VERONA (FULTON MARKET,S.A.),CAFETERIAS,SNACKS,RESTAURANTE
17722,20,2009-09-07,55,10,40,E.S. GALAPAGAR,C.A.M.P.S.A.,COCHE
60301,54,2011-06-29,11,23,161,CASA MONDI,RESTAURANTES RESTO,RESTAURANTE
52831,77,2011-06-21,39,11,68,3,E.S. SAN ROQUE,S.L.,C.A.M.P.S.A.,COCHE
46724,67,2010-04-06,37,10,75,59,RENFE 001,R.E.N.F.E.,TREN
70653,9,2006-04-01,57,17,69,CEDIPSA 33272-1 EL PARDO,CEPSA,COCHE
14514,17,2006-08-22,10,16,130,97,VENTA LA GIRALDA,RESTAURANTES RESTO,RESTAURANTE
58641,82,2011-05-24,13,23,111,55,REST. LA BUGANVILLA,RESTAURANTES RESTO,RESTAURANTE
20829,26,2005-08-02,7,16,68,RESTAURANTE TATTAGLIA,VIPS,MISC
28340,35,2009-04-14,25,17,242,02,LA LONJA DE POZUELO S.L.,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
2193,83,2006-08-22,26,21,60,FAGRA, S.L.,GASOLINERAS,COCHE
68627,50,2006-10-25,57,14,335,CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
51171,77,2004-04-25,29,15,99,98,CEDIPSA 17017-1 TRUJILLO,GASOLINERAS,COCHE
28034,35,2007-01-04,12,19,500,,CAJEROS AUTOMATICOS,CA$H
74870,75,2010-03-18,35,16,125,44,RESTAURANTE EL DELFIN,RESTAURANTES RESTO,RESTAURANTE
4000,4,2007-02-12,9,19,2,34,ALCAMPO-PIO XII,ALCAMPO,SUPERMERCADO
54305,78,2009-09-14,14,9,5,9,VINCI P.-CORRALILLO,GARAJES Y APARCAMIENTOS,COCHE
12400,70,2006-05-30,16,18,30,THE PHONE HOUSE,VENTA DE EQUIPOS TELEFONICOS,TELECOM
70396,9,2003-11-26,26,16,80,09,ASADOR REAL,RESTAURANTE RESTO NIVEL 2,RESTAURANTE
12315,70,2005-12-18,23,18,28,73,E.S. TRES CANTOS,GASOLINERAS,COCHE
66607,59,2011-04-09,54,0,890,5,HOTEL HESPERIA MADRID,NH HOTELES,HOTEL
66578,59,2010-11-30,33,12,6519,12,EXECUTIVE TRAVELS S.A.,AGENCIAS DE VIAJES,VIAJE
50245,73,2008-07-15,10,0,80,18,HIPERCOR COSTA MIJAS,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
67945,14,2009-01-04,57,8,2600,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
74752,75,2009-06-24,51,11,-211,69,RENFE 001,R.E.N.F.E.,TREN
48248,71,2003-11-28,1,16,56,RTE. GRACIANO,RESTAURANTES RESTO,RESTAURANTE
2942,3,2006-04-05,36,16,242,57,LA CHALANA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
42827,65,2008-01-16,51,13,68,65,EST SERV SHELL,GASOLINERAS,COCHE
72300,72,2003-07-07,58,15,12,69,,ESPECTACULOS Y DEPORTES,SALIDAS
6378,5,2003-07-28,2,17,61,7,CIRCULO DE BELLAS ARTES,RESTAURANTES RESTO,RESTAURANTE
61210,28,2005-09-14,37,15,11,43,IBERIA,LINEAS AEREAS,AVION
33207,44,2007-12-27,55,13,457,MASSIMO DUTTI,GRUPO ZARA,ROPA
35869,49,2009-12-14,31,15,68,95,TSUNAMI,RESTAURANTES RESTO,RESTAURANTE
37096,48,2011-12-24,57,17,45,RENFE 001,R.E.N.F.E.,TREN
40747,64,2008-06-23,30,16,47,18,CONSTRUCCIONES DELICIAAS,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
7468,5,2008-12-29,0,1,372,83,HIPERCOR MENDEZ ALVARO,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
5543,4,2010-03-18,5,16,78,RESTAURANTE CLUB 31,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
38269,58,2010-06-06,22,16,295,RESTAURANTE BURELA,RESTAURANTES RESTO,RESTAURANTE
18144,22,2009-08-18,17,16,1800,RESTAURANTE CANTOBLANCO,RESTAURANTES RESTO,RESTAURANTE
72936,72,2007-11-04,57,15,50,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
34454,45,2003-03-06,56,19,383,FEMINA BOUTIQUE S.L.,CONFECCION TEXTIL NIVEL 2,ROPA
47666,68,2005-07-11,57,14,7,94,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
74054,52,2005-06-15,34,15,35,5,DATAFONOS PARKING P4,GARAJES,RESTO DE APARCAMIENTOS,COCHE
71283,9,2010-03-13,58,0,166,5,LEROY MERLIN ESPANA SL,LEROY MERLIN,SUPERMERCADO
46633,67,2009-06-28,44,19,156,42,REST EL ESPIGON,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
33133,44,2007-09-05,8,13,36,TODO CASA-LAS ROZAS,MENAJE DEL HOGAR,HOGAR
5497,4,2010-02-28,25,23,67,RESTAURANTE EL BALCON,RESTAURANTES RESTO,RESTAURANTE
27059,33,2011-12-07,58,12,100,98,E.S. MONTE MANANTIAL S.L.,GASOLINERAS,COCHE
63935,61,2005-10-03,18,16,63,ESTACION DE SERVICIO FERLU,GASOLINERAS,COCHE
32590,44,2004-12-14,32,15,47,E.S. ESCARZANO,GASOLINERAS,COCHE
3232,4,2004-12-02,19,15,24,28,GPV MATEO INURRIA,C.A.M.P.S.A.,COCHE
40811,64,2008-12-18,11,17,90,ROBERTO VERINO,CONFECCION TEXTIL EN GENERAL,ROPA
19070,23,2007-09-10,5,16,27,5,RESTAURANTE BOGOTA,RESTAURANTES RESTO,RESTAURANTE
65358,74,2007-10-02,49,9,600,,CAJEROS AUTOMATICOS,CA$H
44944,66,2007-10-27,25,1,75,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
19977,24,2007-07-08,7,23,48,59,ENTRETAPAS Y VINOS-CASTEL,RESTAURANTES RESTO,RESTAURANTE
15354,17,2011-02-17,29,17,60,95,E.S. SANTA ENGRACIA,CEPSA,COCHE
57354,80,2011-02-11,3,17,99,04,RESTAURANTE LA BARRACA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
52588,77,2010-07-15,59,19,52,43,DIA TRUJILLO,CARREFOUR,SUPERMERCADO
59145,54,2005-09-27,43,15,197,8,,RESTAURANTES RESTO,RESTAURANTE
36080,48,2006-09-18,21,14,60,GASOLINERA DE GUARROMAN,GASOLINERAS,COCHE
68515,50,2006-03-13,24,10,100,,CAJEROS AUTOMATICOS,CA$H
22170,25,2005-09-28,48,15,271,89,LA CARTA DEL RAST,RESTAURANTES RESTO,RESTAURANTE
44347,62,2011-07-08,59,12,97,25,JARDINERIA EL PLANTIO,FLORES Y PLANTAS,HOGAR
46303,66,2011-10-05,27,15,36,59,ONLINE P4,GARAJES Y APARCAMIENTOS,COCHE
51241,77,2004-09-29,23,17,66,8,E.E.S.S. CALERA,GASOLINERAS,COCHE
19563,23,2009-11-23,30,19,60,DAI KICHI C B,RESTAURANTES RESTO,RESTAURANTE
33855,44,2011-03-14,49,22,79,19,ALSA ENATCAR,FERROCARRILES DE CERCANIAS Y AUTOBUSES U,TREN
67648,14,2003-03-31,33,18,500,,CAJEROS AUTOMATICOS,CA$H
63113,76,2003-05-19,33,15,70,77,RTE. MERIDIANO,RESTAURANTES RESTO,RESTAURANTE
23107,29,2006-08-20,41,15,174,11,SUPERCOR EL ESCORIAL,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
63359,61,2003-01-04,55,18,75,GASOLI SA,GASOLINERAS,COCHE
54842,80,2004-04-26,59,15,174,1,RESTAURANTE LAS B B B,RESTAURANTES RESTO,RESTAURANTE
65233,74,2006-07-22,36,20,500,,CAJEROS AUTOMATICOS,CA$H
39675,60,2010-01-22,35,0,252,11,TABERNA DEL PUERTO,RESTAURANTES RESTO,RESTAURANTE
7205,5,2007-12-05,22,11,50,TEODORO RODRIGUEZ SA,GASOLINERAS,COCHE
4514,4,2008-03-19,27,15,5,75,AUTOPISTA MADRID SUR R4,AUTOPISTAS (TERMINALES),COCHE
36124,48,2006-12-23,58,16,197,64,RESTAURANTE GERARDO,RESTAURANTES RESTO,RESTAURANTE
37586,56,2004-02-01,40,15,3,2,AUTOPISTA DEL SOL,AUTOPISTAS (TERMINALES),COCHE
68445,50,2005-10-09,32,10,311,23,VIAJES TIKAL S.A.,AGENCIAS DE VIAJES,VIAJE
24682,30,2008-01-07,47,23,28,6,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
54997,80,2004-11-03,57,14,46,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
67279,55,2007-07-25,11,15,171,66,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
39962,60,2010-12-01,10,16,71,55,RESTAURANTE SPOTT,RESTAURANTES RESTO,RESTAURANTE
14315,16,2008-10-23,47,16,74,59,SALAMAR,RESTAURANTES RESTO,RESTAURANTE
75088,75,2011-02-08,28,15,13,APARCAMIENTO CLINICA LA CONCEP,GARAJES Y APARCAMIENTOS,COCHE
45373,66,2009-01-15,11,16,214,35,REST. MOA#A,RESTAURANTES RESTO,RESTAURANTE
3548,4,2005-12-30,28,15,4,94,AUTOPISTA MADRID SUR R4,AUTOPISTAS (TERMINALES),COCHE
21502,26,2009-07-17,29,17,125,RESTAURTE LA MAQUINA,RESTAURANTES RESTO,RESTAURANTE
63475,61,2003-08-26,31,15,55,79,CEDIPSA ASA SAN PEDRO,GASOLINERAS,COCHE
63127,76,2003-08-28,55,22,142,41,RESTAURANTE EL RASET,RESTAURANTES RESTO,RESTAURANTE
11885,69,2006-05-30,7,18,65,DESPE¬APERROS S.L.,GASOLINERAS,COCHE
28002,35,2006-09-18,23,15,81,63,,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
18463,23,2005-03-29,59,13,3,34,AUTOPISTA CONCES.ASTUR-LEONESA,AUTOPISTAS (TERMINALES),COCHE
29829,40,2004-04-26,41,15,48,MELPUM S.L.,RESTAURANTES RESTO,RESTAURANTE
29357,39,2010-07-29,30,12,44,95,FNAC CALLAO,FNAC,LIBRERIA
33610,44,2010-01-05,7,18,8,8,APARCAMIENTO MAYOR,GARAJES Y APARCAMIENTOS,COCHE
8788,6,2005-11-28,48,15,53,18,RESTAURANTE LAS LETRAS,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
23059,29,2006-05-24,39,15,60,EL CORTE INGLES CC MENDEZ ALVA,EL CORTE INGLES,COMPRA BIENES
26025,32,2010-08-24,29,14,15,8,CAFETERIA EL ENCIERRO,CAFETERIAS,SNACKS,RESTAURANTE
46331,66,2011-11-04,27,19,1210,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
64612,61,2008-09-19,50,11,102,37,CEPSA 11674-1 LA ZARZUELA,GASOLINERAS,COCHE
38091,56,2010-12-14,4,16,340,CASA D'A TROYA,RESTAURANTES RESTO,RESTAURANTE
3673,4,2006-05-14,5,17,349,79,,SPANAIR,AVION
34344,42,2005-11-01,17,8,67,5,GALFAB,GASOLINERAS,COCHE
34330,42,2005-09-25,37,15,24,6,TEODORO RODRIGUEZ SA,GASOLINERAS,COCHE
16272,19,2005-06-15,34,15,36,33,E.S. GUIROPA S.A.,GASOLINERAS,COCHE
22298,29,2003-01-24,15,14,191,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
62228,28,2009-04-16,17,16,12,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
59549,54,2007-09-05,27,15,112,68,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
19011,23,2007-07-04,44,16,153,3,REST. LA BUGANVILLA,RESTAURANTES RESTO,RESTAURANTE
57103,80,2010-06-28,17,15,36,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
21959,27,2003-02-25,26,15,13,64,GRUPO HOSTELERO CASTELLO,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
58739,82,2011-09-19,22,16,162,22,RESTAURANTE BALZAC,RESTAURANTES RESTO,RESTAURANTE
28359,35,2009-05-27,44,23,600,,CAJEROS AUTOMATICOS,CA$H
64602,61,2008-08-31,43,15,166,25,,RESTAURANTES RESTO,RESTAURANTE
12529,15,2006-09-13,57,18,967,05,AIR MADRID OF.VTA.MADRID,LINEAS AEREAS,AVION
63055,28,2012-04-07,21,16,120,CASA PEPA RESTAURANT,RESTAURANTES RESTO,RESTAURANTE
64822,61,2009-10-28,33,15,3,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
19344,23,2008-10-09,32,21,55,45,EE.SS.ALCOBENDAS DCHA-VEL,AGIP,COCHE
19042,23,2007-08-03,1,10,62,15,CEDIPSA 17217-1 PERALES,CEPSA,COCHE
46253,66,2011-08-18,42,15,8,98,,INSTRUMENTOS MUSICALES,COMPRA BIENES
43084,65,2008-11-08,55,12,12,44,LA ABUELA PEPA S.L.,COMIDA RAPIDA,RESTAURANTE
10151,6,2010-01-17,7,16,205,RESTAURANTE RUBAIYAT,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
9064,6,2006-10-14,2,15,36,86,CAF. VIPS EQUINOCIO,VIPS,MISC
74474,52,2007-02-24,31,14,92,69,REAL CLUB PUERTA DE HIERR,CLUBS DEPORTIVOS,DEPORTE
75307,57,2003-12-18,44,10,2000,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
24065,30,2005-08-08,4,15,50,EL CORTE INGLES, S.A.,EL CORTE INGLES,COMPRA BIENES
20656,26,2004-06-21,15,10,33,06,TORRE DE CASTILLA,FARMACIAS,SALUD
26436,32,2011-01-29,5,16,24,CAFE SOCCER,RESTAURANTES RESTO,RESTAURANTE
22387,29,2003-07-16,10,14,162,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
24888,30,2009-04-03,3,13,35,E.S. CUELLAR,C.A.M.P.S.A.,COCHE
18980,23,2007-05-17,58,16,176,PARADIS MADRID,RESTAURANTES RESTO,RESTAURANTE
4411,4,2008-01-10,31,15,17,5,JOSE DELGADO ESTILISTAS S.L,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
18989,23,2007-06-01,17,16,145,CA MARTA,RESTAURANTES RESTO,RESTAURANTE
51663,77,2007-04-16,56,18,71,4,CAVA DE SOMOSAGUAS,EXPENDIDURIA OFICIAL DE TABACO,TABACO
44883,66,2007-09-06,21,13,15,ISOTEC,AGENCIAS PUBLICIDAD,GESTORIAS,SERVICIOS,IMAGEN
2238,83,2006-11-02,30,18,39,91,LA COCINA DE CECILIA,RESTAURANTES RESTO,RESTAURANTE
74100,52,2005-08-22,27,16,80,CAMPO DE GOLF EL PUERTO,ESPECTACULOS Y DEPORTES,SALIDAS
69533,11,2004-08-31,35,14,170,42,HIPERCOR CAMPO NACIONES-SUPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
38816,60,2007-06-10,2,17,9,89,TAXI DE MADRID 2153,TAXIS,COCHE
56692,80,2009-07-04,2,20,163,71,CAMPING FUENTE HELECHA,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
20218,24,2009-12-11,55,0,680,RUIZ DEL POZO  S.L.,RESTAURANTES RESTO,RESTAURANTE
12144,70,2004-03-28,41,15,47,16,ESTACION DE SERVICIO CALD,GASOLINERAS,COCHE
22218,25,2006-01-22,48,23,67,51,REST. PONTEAREA,RESTAURANTES RESTO,RESTAURANTE
18461,23,2005-03-28,59,15,78,54,LAGA 2000 S.L.,RESTAURANTES RESTO,RESTAURANTE
39868,60,2010-08-23,52,0,128,11,MALLORCA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
31686,41,2004-11-29,38,15,80,LA VACA AURORA,RESTAURANTES RESTO,RESTAURANTE
53955,78,2008-04-04,38,19,105,3,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
58815,54,2003-06-02,10,0,110,RESTAURANTE ZALACAIN,RESTAURANTE 4/5 TENEDORES NIVEL 2,RESTAURANTE
56751,80,2009-09-02,38,17,44,95,LA CASA GALLEGA,RESTAURANTES RESTO,RESTAURANTE
3967,4,2007-01-12,30,13,37,4,GRIOTIN PASTELERIA,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
66434,59,2009-08-19,37,15,2555,69,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
854,1,2008-05-12,51,23,46,25,RESTAURANTE IROCCO,VIPS,MISC
68491,50,2006-01-04,26,15,629,PALACIO PUJADAS HOTEL,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
53807,78,2007-10-26,49,16,22,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
43347,65,2009-09-04,21,12,63,65,FARMACIA M BELEN TORRES,FARMACIAS,SALUD
68383,50,2005-07-27,45,15,1054,ARCO,HOSPITALES,SANATORIOS Y CONSULTAS MEDIC,SALUD
17424,20,2007-11-28,13,17,145,25,REST ESQUINA DEL REAL,RESTAURANTES RESTO,RESTAURANTE
48123,68,2006-12-22,12,14,182,SWAROVSKI LA VAGUADA,BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS
47740,68,2005-08-31,17,23,49,11,E. S. HIPODROMO,C.A.M.P.S.A.,COCHE
31103,40,2008-09-01,39,18,61,CEDIPSA 04160-1 U.S.PASEO,CEPSA,COCHE
73072,72,2008-09-11,27,15,119,98,,VENTA DE SOFTWARE,COMPRA BIENES
65986,59,2006-04-25,40,16,869,64,,BRITISH AIRWAYS - BRITISH A,AVION
62195,28,2009-01-30,58,0,152,99,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
4284,4,2007-10-21,32,12,15,1,TINTORERIA DIMAR,TINTORERIAS Y LAVANDERIAS,ROPA
59294,54,2006-08-27,38,16,277,04,,HOLIDAY INN EXPRESS,HOTEL
19096,23,2007-10-12,22,12,74,34,EE.SS.ALCOBENDAS DCHA-VEL,AGIP,COCHE
16735,20,2004-06-03,24,16,72,51,HOTEL DE SUECIA, S.A.,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
19375,23,2008-11-26,39,15,89,CASA HORTENSIA S.L.,RESTAURANTES RESTO,RESTAURANTE
20540,26,2003-10-21,33,10,162,ROBERTO GOMEZ  ZAPATOS,ZAPATERIAS,ROPA
18207,23,2004-01-25,35,15,36,65,PETROLANDIA, S.L.,GASOLINERAS,COCHE
13589,15,2010-07-13,35,9,51,2,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
14134,16,2007-09-28,24,14,40,29,OAM THONG,RESTAURANTES RESTO,RESTAURANTE
31989,41,2006-07-29,31,17,50,7,KINEPOLIS MADRID,ESPECTACULOS Y DEPORTES,SALIDAS
51246,77,2004-10-24,37,15,49,06,E S MONTECLARO S A,GASOLINERAS,COCHE
73671,52,2003-07-23,31,15,66,RESTAURANTE ALDUCCIO,RESTAURANTES RESTO,RESTAURANTE
46549,67,2008-08-27,39,20,20,,CAJEROS AUTOMATICOS,CA$H
40593,64,2007-07-29,52,8,40,GASOLINERA CLARA DEL REY,GASOLINERAS,COCHE
54583,80,2003-05-22,31,15,17,LA TABERNA DE CHANA,CAFETERIAS,SNACKS,RESTAURANTE
22986,29,2006-02-07,7,16,23,56,COMERCIAL MERCEDES BENZ,AUTOM.Y MOTOCICLETAS ( VENTAS Y REPARAC),COCHE
25850,32,2010-06-01,10,9,34,PASAT PLUS TAXITRONI-MADR,TAXIS,COCHE
11776,69,2005-10-28,31,18,65,CEPSA 05507-1 FLORENTINO,GASOLINERAS,COCHE
70205,11,2010-06-04,59,15,124,44,IBERIA,IBERIA,AVION
