id_movimiento,id_miembro,fecha,minuto,hora,importe,comercio,actividad_completa,actividad
43006,65,2008-09-01,3,14,56,95,EST SERV SHELL,GASOLINERAS,COCHE
7013,5,2007-02-21,59,16,222,25,RESTAURANTE LA LENERA,RESTAURANTES RESTO,RESTAURANTE
53993,78,2008-05-31,29,0,360,SAMSONITE,MARROQUINERIA,ARTICULOS DE VIAJE,COMPRA BIENES
33073,44,2007-03-21,58,13,60,7,ESPASA CALPE-CASA DEL LIBRO,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
59099,54,2005-05-30,9,16,140,CASA MUNDI,RESTAURANTES RESTO,RESTAURANTE
73119,72,2008-12-15,27,0,101,8,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
5043,4,2009-05-17,13,16,10,8,RTE VIPS FCO SILVELA,VIPS,MISC
46850,67,2011-02-16,17,16,65,19,GPV MAJADAHONDA PINAR,C.A.M.P.S.A.,COCHE
53071,78,2004-11-29,30,14,125,79,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
132,1,2004-01-06,19,16,122,4,ASADOR FRONTON III,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
33691,44,2010-06-14,16,15,20,VACACIONES EDREAMS SL,EDREAMS,AVION
52870,77,2011-08-18,22,19,39,06,FARMACIA-ORTP LOS ARCOS S,FARMACIAS,SALUD
13979,16,2003-12-01,18,16,171,57,TAO COCINA ASIATICA,RESTAURANTES RESTO,RESTAURANTE
26283,32,2010-11-21,7,16,-25,TAXI DE MADRID 09303,TAXIS,COCHE
20870,26,2005-11-01,46,16,59,45,HOTEL EUROBUILDING,NH HOTELES,HOTEL
10476,8,2010-12-23,29,15,78,8,E.S. GUMIEL DE HIZAN,C.A.M.P.S.A.,COCHE
20624,26,2004-04-15,48,14,0,69,ACCESOS DE MADRID,AUTOPISTAS (TERMINALES),COCHE
35221,47,2011-11-05,5,18,77,E.S. ZAFRA DE ZANCARA,C.A.M.P.S.A.,COCHE
69747,11,2006-05-07,30,17,280,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
11351,69,2003-03-16,59,15,165,8,RESTAURANTE EL ESPIGON,RESTAURANTES RESTO,RESTAURANTE
57506,80,2011-06-07,27,16,60,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
9352,6,2007-07-09,41,23,102,09,GOLFO DI TARANTO,RESTAURANTES RESTO,RESTAURANTE
53831,78,2007-11-19,18,15,1,85,APARCAMIENTO HOSPITAL RAMON Y,GARAJES,RESTO DE APARCAMIENTOS,COCHE
32598,44,2004-12-20,55,15,53,,GASOLINERAS,COCHE
51363,77,2005-07-27,8,14,201,CAVA DE MAGALLANES ADMON N  27,APUESTAS,CASINO
74844,75,2009-12-15,26,15,2,54,AUTOPISTA DEL SOL,AUTOPISTAS (TERMINALES),COCHE
24326,30,2006-09-24,11,19,6,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
45199,66,2008-07-20,22,19,207,ASADOR FRONTON S.L.,RESTAURANTES RESTO,RESTAURANTE
75161,57,2003-04-10,16,10,72,FLORES PANAMA,DIRECT MARKETING-CATALOG MERCHANT,DIRECT MARKETING
3880,4,2006-10-23,4,18,6,15,METRO DE MADRID, S.A.,METRO,TREN
13299,15,2009-01-30,56,11,34,4,E.S.POLVORANCA DER.,C.A.M.P.S.A.,COCHE
75951,37,2003-04-21,14,17,207,39,,ALQUILER AUTOMOVILES,COCHE
49163,73,2005-12-21,12,13,180,MANUEL GOMEZ,ZAPATERIAS,ROPA
72329,72,2003-10-17,37,14,77,52,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
25346,30,2011-03-29,16,16,180,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
71222,9,2009-11-06,42,17,57,29,LEROY MERLIN,LEROY MERLIN,SUPERMERCADO
49319,73,2006-06-08,11,16,13,5,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
74116,52,2005-09-04,9,12,17,39,T.L.I. MADRID,ALDEASA,DUTYFREE
45473,66,2009-07-10,48,12,20,CALZADOS GIRALDO,ZAPATERIAS,ROPA
26486,32,2011-02-24,41,17,78,02,FCIA. MAGA¬A CARASA,FARMACIAS,SALUD
73683,52,2003-08-04,52,15,49,EST.DE SERV.LAS PALMAS,GASOLINERAS,COCHE
6949,5,2006-10-01,44,15,18,5,FNAC CALLAO,FNAC,LIBRERIA
30441,40,2006-06-23,22,14,25,28,CEDIPSA 17786-1 GUADARRAMA,CEPSA,COCHE
1850,2,2006-07-11,43,15,-100,8,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
45822,66,2010-07-07,33,17,111,3,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
4274,4,2007-10-14,4,10,5,VINCI PARK - M.MOLINA,GARAJES Y APARCAMIENTOS,COCHE
11806,69,2005-12-24,24,18,38,GESA S.L.,GASOLINERAS,COCHE
34275,42,2005-05-02,43,15,47,GALFAB,GASOLINERAS,COCHE
57288,80,2010-12-20,0,15,21,5,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
4967,4,2009-03-30,29,13,22,GEST.LOGARPE FRANCO VARGA,AGENCIAS PUBLICIDAD,GESTORIAS,SERVICIOS,IMAGEN
20847,26,2005-09-17,7,15,44,RESTAURANTE JOSE LUIS,RESTAURANTES RESTO,RESTAURANTE
67770,14,2005-09-22,57,9,600,,CAJEROS AUTOMATICOS,CA$H
41465,65,2003-07-21,6,16,42,79,CEDIPSA SIMANCAS,GASOLINERAS,COCHE
23718,29,2009-03-28,45,0,57,5,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
31668,41,2004-10-11,26,0,72,38,IL TEMPIETTO,RESTAURANTES RESTO,RESTAURANTE
50234,73,2008-07-04,6,1,6,69,METRO DE MADRID, S.A.,METRO,TREN
23403,29,2007-12-22,40,21,30,35,GPV EL ESCORIAL MI,C.A.M.P.S.A.,COCHE
55837,80,2007-04-03,2,14,96,9,CLINICA DON CANITO,VETERINARIA (VENTA Y CURA DE ANIMALES),SALUD
61113,28,2005-06-30,48,15,49,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
33781,44,2010-10-18,28,9,60,E.S. EXPLOTACIONES IND,GASOLINERAS,COCHE
53531,78,2006-09-03,35,16,45,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
14197,16,2007-12-12,17,19,42,45,MERCERIA MARIN,CONFECCION TEXTIL EN GENERAL,ROPA
22796,29,2005-04-27,28,14,209,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
8136,6,2003-04-14,31,15,56,86,C#AS Y TAPAS,CAFETERIAS,SNACKS,RESTAURANTE
14618,17,2007-04-12,38,15,112,9,FERIA IFEMA,RESTAURANTES RESTO,RESTAURANTE
57164,80,2010-08-25,14,9,258,14,CAPRABO ZOCO POZUELO,EROSKI,SUPERMERCADO
24789,30,2008-05-01,12,17,6,69,METRO DE MADRID, S.A.,METRO,TREN
39036,60,2007-12-23,48,13,347,89,CANAL DE EDITORIALES S A,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
1069,1,2009-04-10,26,11,49,NH LA RESERVA,NH HOTELES,HOTEL
58188,81,2011-07-12,40,14,9,39,TAXI DE MADRID 01053,TAXIS,COCHE
25277,30,2010-12-03,15,23,28,7,RTE NEDERLAND,RESTAURANTES RESTO,RESTAURANTE
2345,83,2007-06-27,25,18,50,E S CONCORDY S A,C.A.M.P.S.A.,COCHE
44341,62,2011-06-11,35,0,381,2,RESTAURANTE LA ESPAÈOLA,RESTAURANTES RESTO,RESTAURANTE
31733,41,2005-03-28,10,16,148,1,RESTAURANTE A CENTOLEIRA,RESTAURANTES RESTO,RESTAURANTE
41314,64,2011-12-07,17,0,198,89,FLANIGAN,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
8306,6,2004-02-12,50,15,53,13,IL PORTONE,RESTAURANTES RESTO,RESTAURANTE
37689,56,2005-11-02,27,15,175,EL BALCON,RESTAURANTES RESTO,RESTAURANTE
61600,28,2006-12-07,49,9,132,CAMPO DE GOLF,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
16069,19,2004-05-10,16,16,63,66,RTE.ASADOR EL BURGO,RESTAURANTES RESTO,RESTAURANTE
55850,80,2007-04-14,51,17,60,E.S. S. CRUCE ESPEJAPEJA,GASOLINERAS,COCHE
5321,4,2009-11-09,8,16,7,69,BODYBELL PERFUMERIAS,BODYBELL JUTECO,ESTETICA
1466,2,2004-01-06,35,12,112,19,OPTICA COTTET S A,FOTOGRAFIA NIVEL 4,IMAGEN
62515,28,2010-02-05,42,19,149,1,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
36367,48,2008-03-19,39,18,186,CRESPORO RESTAURANTES S.L.,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
73504,72,2010-12-16,25,15,303,42,IBERIA,IBERIA,AVION
21678,26,2010-05-17,5,21,164,1,RESTAURANTE LA ALBUFERA,RESTAURANTES RESTO,RESTAURANTE
64899,61,2010-01-22,0,0,192,5,RAMSES LIFE AND FOOD,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
7258,5,2008-02-17,5,16,149,8,RESTAURANTE ERROTA ZAR,RESTAURANTES RESTO,RESTAURANTE
18633,23,2005-12-29,6,15,64,8,RINCON LA VEGA DE LEVANTE,RESTAURANTES RESTO,RESTAURANTE
3907,4,2006-11-14,37,16,87,91,RESTAURANTE CASTELLO 9,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
67925,14,2008-09-05,25,9,600,,CAJEROS AUTOMATICOS,CA$H
33022,44,2006-12-21,13,14,209,EDICIONES EL PAIS,SUSCRIPCIONES A PUBLICACIONES PERIODICAS,LIBRERIA
7091,5,2007-07-12,34,15,19,79,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
8475,6,2004-11-29,43,15,7,65,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
20669,26,2004-07-12,31,14,2,09,ACCESOS DE MADRID,AUTOPISTAS (TERMINALES),COCHE
43873,65,2011-03-03,19,14,60,54,SHELL VILLANUEVA,DISA,COCHE
67409,55,2008-07-29,26,15,5,17,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
11711,69,2005-06-13,8,16,44,CEDIPSA,GASOLINERAS,COCHE
11588,69,2004-09-22,18,16,21,39,HOSTELERIA PAR SL,RESTAURANTES RESTO,RESTAURANTE
20245,24,2010-03-10,43,16,131,55,REST. LA ANCHA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
31032,40,2008-05-29,40,23,29,2,RESTAURANTE CAZORLA,RESTAURANTES RESTO,RESTAURANTE
40679,64,2008-02-17,43,16,54,79,BARRIGA LLENA,RESTAURANTES RESTO,RESTAURANTE
5997,4,2011-04-19,28,15,67,06,,PASSENGER RAILWAYS,TREN
63852,61,2005-06-15,33,15,22,SUPLIDOS EMISION BILLETE,LINEAS AEREAS,AVION
18799,23,2006-07-28,18,13,51,25,E.S. SAN ROQUE CASTILLO,GASOLINERAS,COCHE
7855,5,2010-12-22,21,19,369,98,MAKRO LEGANES,MAKRO,SUPERMERCADO
2711,83,2009-09-24,49,19,41,29,CASA DEL LIBRO,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
50480,73,2009-03-15,2,10,8,67,HOTEL VINCCI SOMA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
62082,28,2008-08-26,55,23,7,3,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
26135,32,2010-09-28,21,9,15,TAXI MADRID. LICENCIA 116,TAXIS,COCHE
62464,28,2009-12-01,48,13,300,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
59511,54,2007-07-22,18,16,70,OENPA,RESTAURANTES RESTO,RESTAURANTE
6104,4,2011-07-29,5,16,19,06,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
36466,48,2008-09-06,7,15,75,69,RESTAURANTE CASA PACO,RESTAURANTES RESTO,RESTAURANTE
47186,68,2004-03-01,31,17,84,61,AUTO CENTER S.A.,AUTOM.Y MOTOCICLETAS ( VENTAS Y REPARAC),COCHE
32419,44,2003-10-28,32,9,174,75,PERFUMAIL, S.L.,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
53488,78,2006-06-21,12,16,15,39,APARCAMIENTO CORTES,GARAJES,RESTO DE APARCAMIENTOS,COCHE
38420,58,2011-03-29,18,16,98,09,LA RENTA,RESTAURANTES RESTO,RESTAURANTE
67938,14,2008-11-28,54,8,600,,CAJEROS AUTOMATICOS,CA$H
63079,28,2012-04-30,58,9,17,75,HOTEL OLIVA NOVA GOLF,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
70729,9,2006-08-03,1,16,9,5,APARCAMIENTO CLINICA LA CONCEP,GARAJES,RESTO DE APARCAMIENTOS,COCHE
72540,72,2005-02-04,7,14,13,ENTRADAS.COM,ESPECTACULOS Y DEPORTES,SALIDAS
50652,73,2009-08-15,0,15,168,H10 TENERIFE PLAYA,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
9346,6,2007-07-06,55,13,30,25,VIPS SEXTA AVENIDA,VIPS,MISC
72916,72,2007-09-13,9,15,52,ESPASA CALPE-CASA DEL LIBRO,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
60299,54,2011-06-24,7,10,80,SANTIAGO ZAVALA RODRIGUEZ,RESTAURANTES RESTO,RESTAURANTE
72142,10,2006-12-25,13,15,60,5,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
64926,74,2003-03-14,26,15,142,CHIRINGUITO LA PESQUERA,RESTAURANTE RESTO NIVEL 4,RESTAURANTE
59025,54,2004-12-27,38,15,105,CASA MUNDI,RESTAURANTES RESTO,RESTAURANTE
26402,32,2011-01-08,46,17,90,55,GPV ALFONSO XIII,C.A.M.P.S.A.,COCHE
71393,9,2010-08-27,6,14,313,07,,AVIS RENT A CAR,COCHE
28205,35,2008-04-20,42,23,600,,CAJEROS AUTOMATICOS,CA$H
9358,6,2007-07-16,45,22,68,LA VINOTECA,RESTAURANTES RESTO,RESTAURANTE
68316,50,2005-04-26,9,19,500,,CAJEROS AUTOMATICOS,CA$H
18698,23,2006-03-16,58,16,2,09,CINTRA FUENCARRAL,GARAJES,RESTO DE APARCAMIENTOS,COCHE
50269,73,2008-08-01,19,17,26,15,CARREFOUR28041 LOS ANGELE,CARREFOUR,SUPERMERCADO
33843,44,2011-02-12,32,0,95,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
55712,80,2006-11-21,55,14,33,06,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
21495,26,2009-07-02,9,14,61,72,CEPSA 04061 US BERNABEU,GASOLINERAS,COCHE
42704,65,2007-08-17,52,16,838,CARREFOUR CARTAGENA 2,CARREFOUR,SUPERMERCADO
53769,78,2007-09-09,43,15,12,8,AUTOPISTAS MADRID-LEVANTE,AUTOPISTAS (TERMINALES),COCHE
2483,83,2008-04-28,21,20,117,E S CONCORDY S A,C.A.M.P.S.A.,COCHE
17568,20,2008-07-20,20,16,93,73,LA PINTARTECA,RESTAURANTES RESTO,RESTAURANTE
33543,44,2009-09-25,35,13,57,E.S.LOPEZ HNOS. S.A.,C.A.M.P.S.A.,COCHE
1764,2,2005-12-08,5,14,59,18,LUPA 42,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
4709,4,2008-08-03,44,15,19,85,ACESA,ACESA,COCHE
53131,78,2005-03-22,27,15,60,E.S. PILAR HORRADADA I,GASOLINERAS,COCHE
65151,74,2005-10-30,6,17,100,FACONNABLE  GOYA,CONFECCION TEXTIL EN GENERAL,ROPA
32686,44,2005-03-21,39,15,46,E.S. EXPLOTACIONES IND,GASOLINERAS,COCHE
43917,65,2011-04-15,37,19,111,65,SUPERMERCADO LA TORRE,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
21386,26,2008-11-11,35,9,71,5,NESPRESSO,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
69724,11,2006-02-06,14,15,113,25,HIPERCOR CAMPO NACIONES-SUPER,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
6545,5,2004-11-14,31,16,80,8,GRAN HOTEL CANARIAS,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
49528,73,2006-12-11,44,21,43,5,LA MONTERIA,RESTAURANTES RESTO,RESTAURANTE
11549,69,2004-06-17,39,15,60,UNIDAD DE SUMINISTRO JESU,GASOLINERAS,COCHE
4693,4,2008-07-27,52,16,126,09,QUENCO BAR RESTAURANT,RESTAURANTES RESTO,RESTAURANTE
75716,79,2011-03-29,29,15,721,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
65219,74,2006-06-18,1,17,1223,21,,TRANSPORTE VIAJEROS ( VIA MARITIMA ),BARCO
24232,30,2006-06-05,1,14,36,59,DELSA NEBLI,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
36702,48,2009-11-20,59,16,259,2,LA COCINA DE MARIA LUISA,RESTAURANTES RESTO,RESTAURANTE
62513,28,2010-02-05,42,19,141,25,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
4570,4,2008-05-01,27,16,93,56,CASA MIA,RESTAURANTES RESTO,RESTAURANTE
19436,23,2009-04-15,40,19,139,1,RESTAURANTE ARCE,RESTAURANTES RESTO,RESTAURANTE
7291,5,2008-03-31,37,14,6,69,APARCAMIENTOS Y OBRAS S A,GARAJES,RESTO DE APARCAMIENTOS,COCHE
69105,50,2009-06-21,3,17,9,39,RESTAURANTE PUERTA 57,RESTAURANTES RESTO,RESTAURANTE
21691,26,2010-06-11,23,13,3,59,SOGEPARC MADRID APARCA SL,GARAJES Y APARCAMIENTOS,COCHE
14208,16,2008-01-18,47,11,33,79,ZOO AQUARIUM,ESPECTACULOS Y DEPORTES,SALIDAS
29575,39,2011-09-16,15,19,162,ASTA,CAFETERIAS,SNACKS,RESTAURANTE
26391,32,2011-01-04,5,16,54,4,ASIA XIANG RESTAURANTE,RESTAURANTES RESTO,RESTAURANTE
73332,72,2010-01-28,26,15,9,39,PARKING GOYA,GARAJES Y APARCAMIENTOS,COCHE
11,1,2003-01-20,28,15,1,5,AUTOPISTA DEL SOL,AUTOPISTAS (TERMINALES),COCHE
28916,39,2007-06-05,5,15,42,5,EMBASSY  S A,CAFETERIAS,SNACKS,RESTAURANTE
74224,52,2006-02-06,53,15,150,21,,CONFECCION TEXTIL EN GENERAL,ROPA
10995,12,2009-06-06,42,0,50,EESS ALCAMPO COLMENAR,ALCAMPO GASOLINERAS,COCHE
51484,77,2006-03-15,15,13,44,09,MEDIA MARKT MAJADAHONDA,CADENA MEDIA MARKT,COMPRA BIENES
37400,53,2011-05-09,50,17,538,77,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
64272,61,2007-03-15,32,13,74,PEPECAR.COM,GLOBALIA AUTOMOVILES,COCHE
44961,66,2007-11-09,38,14,123,GANT,CONFECCION TEXTIL EN GENERAL,ROPA
2126,83,2006-02-23,49,16,34,18,CAFET. VIPS SEXTA AVENIDA,VIPS,MISC
32535,44,2004-06-15,25,15,44,E.S. EXPLOTACIONES IND,GASOLINERAS,COCHE
23046,29,2006-04-27,17,10,76,05,EST SERV SHELL,GASOLINERAS,COCHE
5904,4,2011-01-20,38,17,52,NIBARIDI,RESTAURANTES RESTO,RESTAURANTE
19583,23,2009-12-30,30,18,920,96,MEDIA MARKT S SEBASTIAN REYES,CADENA MEDIA MARKT,COMPRA BIENES
46322,66,2011-10-29,37,14,128,89,RTE DON GIOVANNI,RESTAURANTES RESTO,RESTAURANTE
70049,11,2009-04-23,20,15,310,BIMBA Y LOLA,CONFECCION TEXTIL EN GENERAL,ROPA
42262,65,2006-01-01,47,14,6,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
5621,4,2010-04-29,8,16,194,78,ALKALDE SL,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
73595,52,2003-02-26,1,17,76,7,VISIONLAB,VISIONLAB,IMAGEN
42420,65,2006-07-14,23,14,80,69,ARTESANOS CAMISEROS DE ES,CONFECCION TEXTIL EN GENERAL,ROPA
61964,28,2008-05-13,47,22,74,4,EUROCAMPING,RESTAURANTES RESTO,RESTAURANTE
50727,73,2009-10-26,40,15,23,LA SCALA,RESTAURANTES RESTO,RESTAURANTE
13526,15,2010-03-19,0,14,50,5,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
17127,20,2006-03-06,2,16,45,33,LA ALPARGATERIA,RESTAURANTES RESTO,RESTAURANTE
61092,28,2005-06-06,25,16,27,MANZANARES RUIZ, S.A.,RESTAURANTES RESTO,RESTAURANTE
27833,35,2005-07-14,10,16,236,3,RTE LA GENARA,RESTAURANTES RESTO,RESTAURANTE
62490,28,2010-01-06,30,15,121,33,,OBEROI HOTELS,HOTEL
913,1,2008-08-11,7,9,215,CLUB DE GOLF VALDERRAMA,JUGUETES, ARTICULOS DEPORTIVOS,COMPRA BIENES
18631,23,2005-12-27,28,20,77,8,FNAC PLAZA NORTE,FNAC,LIBRERIA
43684,65,2010-09-02,8,17,93,DOBLE MM,CONFECCION TEXTIL EN GENERAL,ROPA
28892,39,2007-03-26,1,16,112,48,RESTAURANTE OTER,RESTAURANTES RESTO,RESTAURANTE
65504,74,2008-11-09,42,15,237,86,,CAJEROS AUTOMATICOS,CA$H
49221,73,2006-02-12,46,13,710,MATARRANZ ROPA DE CASA,CONFECCION TEXTIL EN GENERAL,ROPA
52361,77,2009-12-08,2,19,95,CAVA DE SOMOSAGUAS,EXPENDIDURIA OFICIAL DE TABACO,TABACO
8216,6,2003-10-09,32,15,16,04,APARCAMIENTO CORTES,GARAJES APARCAMIENTOS NIVEL 4,COCHE
53610,78,2006-12-22,53,11,373,3,PAPELERIA GILGAR S.L.,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
16907,20,2005-02-16,55,16,30,28,RTE. GINOS VIPS XANAD,VIPS,MISC
19336,23,2008-09-20,12,20,44,13,ESTACION SERVICIO VALDAVIA,GASOLINERAS,COCHE
1509,2,2004-04-14,50,15,95,,PIEL(EXCL.PELETERIAS)ANTE,NAPA Y CUERO,COMPRA BIENES LUJO
46667,67,2009-10-14,48,19,93,84,ESPASA CALPE-CASA DEL LIBRO,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
2353,83,2007-07-08,20,15,127,94,LA PARRILLA DE MARIA,RESTAURANTES RESTO,RESTAURANTE
51410,77,2005-11-04,34,16,104,LA BLANQUILLA,RESTAURANTES RESTO,RESTAURANTE
71944,10,2005-11-02,18,16,49,2,RENFE 001,R.E.N.F.E.,TREN
63659,61,2004-08-31,21,15,50,ES MIRAMANCHA SA,GASOLINERAS,COCHE
12477,70,2006-12-18,33,22,52,E.S. COLMENAR VIEJO,C.A.M.P.S.A.,COCHE
35825,49,2009-07-27,30,5,165,6,RENFE 001,R.E.N.F.E.,TREN
71672,10,2004-04-05,44,14,110,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
21177,26,2007-10-01,7,14,65,3-P PELUQUEROS,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
53997,78,2008-06-06,44,17,125,5,LIBRERIA BENEDETTI,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
56968,80,2010-03-09,12,15,47,5,LA PANERA,BAR RESTAURANTE,RESTAURANTES RESTO,RESTAURANTE
12806,15,2007-07-20,34,23,140,HOSTELERIA PANZARES,RESTAURANTES RESTO,RESTAURANTE
36270,48,2007-09-29,31,10,365,94,HOTEL CORDOBA CENTER,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
31825,41,2005-10-25,43,14,202,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
49137,73,2005-11-21,21,22,33,RTE MARISQUERIA EL BARRIL,RESTAURANTES RESTO,RESTAURANTE
17695,20,2009-06-19,39,17,172,19,CHAROLES 2.000 S.L.,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
4787,4,2008-10-23,3,0,18,JOSE DELGADO ESTILISTAS S.L,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
25807,32,2010-05-11,10,16,160,5,ERROTAZAR,RESTAURANTES RESTO,RESTAURANTE
31657,41,2004-08-18,33,15,20,2,RTE.CLUB MAR AGUETE,RESTAURANTES RESTO,RESTAURANTE
74367,52,2006-09-14,36,15,70,94,,THEATRICAL PRODUCERS, TICKET AGENCIES,SALIDAS
43185,65,2009-03-18,20,23,25,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
461,1,2006-07-30,54,9,160,RCG OFICINA,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
73003,72,2008-04-04,0,17,58,ALAMBIQUE  S.A.,MENAJE DEL HOGAR,HOGAR
74515,52,2007-05-06,19,16,254,55,,MARROQUINERIA,ARTICULOS DE VIAJE,COMPRA BIENES
59108,54,2005-06-03,18,17,38,CONTINENTAL AUTO S.A.,VENTA A DIST.DE PRODUCTOS AL POR MENOR,COMPRA BIENES
54723,80,2003-11-10,27,14,183,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
1793,2,2006-03-01,22,19,32,95,BIOSCA Y BOTEY,ELECTRODOMESTICOS,EQUIPOS ELECTRICOS,HOGAR
75907,37,2003-02-01,17,19,17,BOUTIQUE CUYLAS,CONFECCION TEXTIL NIVEL 2,ROPA
64142,61,2006-08-11,5,23,52,72,PIZZA MARZANO S.A.,RESTAURANTES RESTO,RESTAURANTE
36595,48,2009-05-29,4,11,96,61,EROSKI CIUDAD REAL,EROSKI,SUPERMERCADO
26508,32,2011-03-07,7,12,25,TAXI DE MADRID 13527,TAXIS,COCHE
10451,8,2010-11-05,34,13,74,73,GALFAB,GASOLINERAS,COCHE
34396,42,2006-03-21,35,19,44,E.S. GALFAB,GASOLINERAS,COCHE
41412,65,2003-04-26,37,17,84,93,HOTEL R. CURRITO,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
9984,6,2009-07-10,5,16,104,75,RESTAURANTE GRAN DUQUE,RESTAURANTES RESTO,RESTAURANTE
22516,29,2004-02-18,45,20,125,4,GIGANTE ESCORIAL,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
9773,6,2008-11-11,48,15,116,5,REST. CHURRASCO GALLEGO,RESTAURANTES RESTO,RESTAURANTE
"72248,10,2007-05-14,6,13,180,""MARKIARO &amp; DELTA"",BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS"
6009,4,2011-05-05,34,17,90,LA BARRA NCC,RESTAURANTES RESTO,RESTAURANTE
48841,73,2005-01-23,11,14,49,2,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
5213,4,2009-08-26,24,0,32,36,ALCAMPO-PIO XII,ALCAMPO,SUPERMERCADO
73894,52,2004-08-31,21,15,58,SURTIMOVIL SA,GASOLINERAS,COCHE
9666,6,2008-06-16,27,20,153,33,ESPASA CALPE S.A.,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
52875,77,2011-09-04,8,16,79,87,FARMACIA MONTECLARO,FARMACIAS,SALUD
